Date: 07-12-2015
Stats,Layer 1 d (nm),GOF
Mean,377.9,0.9783
Median,403.7,0.9743
Std Dev,69.49,0.009612
Min,221.2,0.9682
Max,466,0.9980
Range,244.8,0.02983
Meas #,Layer 1 d (nm),GOF,Result,Recipe,Date/Time,Elapsed Time (s),User ID,Sample ID,,MMGUID
 347,405.4,.97404, ,SiO2 on Si,7/12/2015 7:46:21 PM,5857.64,,Unknown-11716,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 348,405.7,.97376, ,SiO2 on Si,7/12/2015 7:46:31 PM,5867.63,,Unknown-11717,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 349,406.1,.97352, ,SiO2 on Si,7/12/2015 7:46:41 PM,5877.63,,Unknown-11718,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 350,406.4,.97366, ,SiO2 on Si,7/12/2015 7:46:51 PM,5887.64,,Unknown-11719,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 351,406.8,.97358, ,SiO2 on Si,7/12/2015 7:47:01 PM,5897.63,,Unknown-11720,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 352,407.1,.97369, ,SiO2 on Si,7/12/2015 7:47:11 PM,5907.64,,Unknown-11721,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 353,407.5,.97317, ,SiO2 on Si,7/12/2015 7:47:21 PM,5917.64,,Unknown-11722,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 354,407.9,.97294, ,SiO2 on Si,7/12/2015 7:47:31 PM,5927.63,,Unknown-11723,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 355,408.2,.97274, ,SiO2 on Si,7/12/2015 7:47:41 PM,5937.63,,Unknown-11724,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 356,408.5,.97277, ,SiO2 on Si,7/12/2015 7:47:51 PM,5947.63,,Unknown-11725,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 357,408.9,.97283, ,SiO2 on Si,7/12/2015 7:48:01 PM,5957.63,,Unknown-11726,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 358,409.2,.97249, ,SiO2 on Si,7/12/2015 7:48:11 PM,5967.63,,Unknown-11727,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 359,409.6,.97229, ,SiO2 on Si,7/12/2015 7:48:21 PM,5977.63,,Unknown-11728,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 360,409.9,.97217, ,SiO2 on Si,7/12/2015 7:48:31 PM,5987.63,,Unknown-11729,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 361,410.2,.97207, ,SiO2 on Si,7/12/2015 7:48:41 PM,5997.63,,Unknown-11730,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 362,410.6,.97190, ,SiO2 on Si,7/12/2015 7:48:51 PM,6007.64,,Unknown-11731,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 363,410.9,.97158, ,SiO2 on Si,7/12/2015 7:49:01 PM,6017.63,,Unknown-11732,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 364,411.3,.97139, ,SiO2 on Si,7/12/2015 7:49:11 PM,6027.64,,Unknown-11733,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 365,411.6,.97108, ,SiO2 on Si,7/12/2015 7:49:21 PM,6037.64,,Unknown-11734,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 366,411.9,.97122, ,SiO2 on Si,7/12/2015 7:49:31 PM,6047.64,,Unknown-11735,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 367,412.3,.97131, ,SiO2 on Si,7/12/2015 7:49:41 PM,6057.64,,Unknown-11736,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 368,412.6,.97110, ,SiO2 on Si,7/12/2015 7:49:51 PM,6067.64,,Unknown-11737,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 369,413,.97167, ,SiO2 on Si,7/12/2015 7:50:01 PM,6077.64,,Unknown-11738,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 370,413.3,.97156, ,SiO2 on Si,7/12/2015 7:50:11 PM,6087.65,,Unknown-11739,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 371,413.7,.97137, ,SiO2 on Si,7/12/2015 7:50:21 PM,6097.66,,Unknown-11740,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 372,414,.97134, ,SiO2 on Si,7/12/2015 7:50:31 PM,6107.65,,Unknown-11741,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 373,414.3,.97139, ,SiO2 on Si,7/12/2015 7:50:41 PM,6117.65,,Unknown-11742,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 374,414.7,.97119, ,SiO2 on Si,7/12/2015 7:50:51 PM,6127.65,,Unknown-11743,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 375,415,.97116, ,SiO2 on Si,7/12/2015 7:51:01 PM,6137.65,,Unknown-11744,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 376,415.3,.97099, ,SiO2 on Si,7/12/2015 7:51:11 PM,6147.65,,Unknown-11745,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 377,415.7,.97079, ,SiO2 on Si,7/12/2015 7:51:21 PM,6157.66,,Unknown-11746,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 378,416,.97088, ,SiO2 on Si,7/12/2015 7:51:31 PM,6167.65,,Unknown-11747,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 379,416.3,.97087, ,SiO2 on Si,7/12/2015 7:51:41 PM,6177.65,,Unknown-11748,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 380,416.6,.97061, ,SiO2 on Si,7/12/2015 7:51:51 PM,6187.66,,Unknown-11749,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 381,416.9,.97071, ,SiO2 on Si,7/12/2015 7:52:01 PM,6197.65,,Unknown-11750,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 382,417.3,.97071, ,SiO2 on Si,7/12/2015 7:52:11 PM,6207.65,,Unknown-11751,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 383,417.6,.97067, ,SiO2 on Si,7/12/2015 7:52:21 PM,6217.66,,Unknown-11752,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 384,417.9,.97055, ,SiO2 on Si,7/12/2015 7:52:31 PM,6227.66,,Unknown-11753,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 385,418.2,.97046, ,SiO2 on Si,7/12/2015 7:52:41 PM,6237.65,,Unknown-11754,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 386,418.5,.97033, ,SiO2 on Si,7/12/2015 7:52:51 PM,6247.65,,Unknown-11755,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 387,418.8,.97014, ,SiO2 on Si,7/12/2015 7:53:01 PM,6257.66,,Unknown-11756,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 388,419.1,.96997, ,SiO2 on Si,7/12/2015 7:53:11 PM,6267.65,,Unknown-11757,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 389,419.4,.97009, ,SiO2 on Si,7/12/2015 7:53:21 PM,6277.66,,Unknown-11758,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 390,419.8,.96970, ,SiO2 on Si,7/12/2015 7:53:31 PM,6287.65,,Unknown-11759,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 391,420,.96987, ,SiO2 on Si,7/12/2015 7:53:41 PM,6297.66,,Unknown-11760,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 392,420.4,.96963, ,SiO2 on Si,7/12/2015 7:53:51 PM,6307.65,,Unknown-11761,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 393,420.7,.96967, ,SiO2 on Si,7/12/2015 7:54:01 PM,6317.65,,Unknown-11762,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 394,420.9,.96979, ,SiO2 on Si,7/12/2015 7:54:11 PM,6327.65,,Unknown-11763,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 395,421.3,.96972, ,SiO2 on Si,7/12/2015 7:54:21 PM,6337.65,,Unknown-11764,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 396,421.6,.96966, ,SiO2 on Si,7/12/2015 7:54:31 PM,6347.66,,Unknown-11765,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 397,421.9,.96956, ,SiO2 on Si,7/12/2015 7:54:41 PM,6357.66,,Unknown-11766,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 398,422.2,.96927, ,SiO2 on Si,7/12/2015 7:54:51 PM,6367.65,,Unknown-11767,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 399,422.5,.96933, ,SiO2 on Si,7/12/2015 7:55:01 PM,6377.65,,Unknown-11768,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 400,422.8,.96930, ,SiO2 on Si,7/12/2015 7:55:11 PM,6387.67,,Unknown-11769,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 401,423.1,.96920, ,SiO2 on Si,7/12/2015 7:55:21 PM,6397.65,,Unknown-11770,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 402,423.4,.96981, ,SiO2 on Si,7/12/2015 7:55:31 PM,6407.65,,Unknown-11771,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 403,423.7,.96979, ,SiO2 on Si,7/12/2015 7:55:41 PM,6417.66,,Unknown-11772,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 404,424,.96959, ,SiO2 on Si,7/12/2015 7:55:51 PM,6427.66,,Unknown-11773,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 405,424.3,.96964, ,SiO2 on Si,7/12/2015 7:56:01 PM,6437.66,,Unknown-11774,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 406,424.7,.96945, ,SiO2 on Si,7/12/2015 7:56:11 PM,6447.66,,Unknown-11775,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 407,424.9,.96963, ,SiO2 on Si,7/12/2015 7:56:21 PM,6457.67,,Unknown-11776,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 408,425.2,.96957, ,SiO2 on Si,7/12/2015 7:56:31 PM,6467.66,,Unknown-11777,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 409,425.5,.96974, ,SiO2 on Si,7/12/2015 7:56:41 PM,6477.67,,Unknown-11778,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 410,425.8,.96968, ,SiO2 on Si,7/12/2015 7:56:51 PM,6487.67,,Unknown-11779,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 411,426.1,.96963, ,SiO2 on Si,7/12/2015 7:57:01 PM,6497.66,,Unknown-11780,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 412,426.4,.96970, ,SiO2 on Si,7/12/2015 7:57:11 PM,6507.67,,Unknown-11781,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 413,426.7,.96936, ,SiO2 on Si,7/12/2015 7:57:21 PM,6517.67,,Unknown-11782,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 414,427,.96951, ,SiO2 on Si,7/12/2015 7:57:31 PM,6527.66,,Unknown-11783,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 415,427.2,.96973, ,SiO2 on Si,7/12/2015 7:57:41 PM,6537.67,,Unknown-11784,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 416,427.5,.96975, ,SiO2 on Si,7/12/2015 7:57:51 PM,6547.67,,Unknown-11785,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 417,427.9,.96960, ,SiO2 on Si,7/12/2015 7:58:01 PM,6557.68,,Unknown-11786,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 418,428.2,.96952, ,SiO2 on Si,7/12/2015 7:58:11 PM,6567.67,,Unknown-11787,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 419,428.5,.96935, ,SiO2 on Si,7/12/2015 7:58:21 PM,6577.68,,Unknown-11788,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 420,428.8,.96941, ,SiO2 on Si,7/12/2015 7:58:31 PM,6587.68,,Unknown-11789,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 421,429,.96934, ,SiO2 on Si,7/12/2015 7:58:41 PM,6597.68,,Unknown-11790,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 422,429.4,.96915, ,SiO2 on Si,7/12/2015 7:58:51 PM,6607.68,,Unknown-11791,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 423,429.6,.96908, ,SiO2 on Si,7/12/2015 7:59:01 PM,6617.68,,Unknown-11792,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 424,429.9,.96905, ,SiO2 on Si,7/12/2015 7:59:11 PM,6627.68,,Unknown-11793,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 425,430.2,.96879, ,SiO2 on Si,7/12/2015 7:59:21 PM,6637.69,,Unknown-11794,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 426,430.5,.96902, ,SiO2 on Si,7/12/2015 7:59:31 PM,6647.68,,Unknown-11795,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 427,430.7,.96913, ,SiO2 on Si,7/12/2015 7:59:41 PM,6657.68,,Unknown-11796,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 428,431,.96908, ,SiO2 on Si,7/12/2015 7:59:51 PM,6667.68,,Unknown-11797,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 429,431.3,.96895, ,SiO2 on Si,7/12/2015 8:00:01 PM,6677.68,,Unknown-11798,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 430,431.5,.96901, ,SiO2 on Si,7/12/2015 8:00:11 PM,6687.68,,Unknown-11799,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 431,431.8,.96907, ,SiO2 on Si,7/12/2015 8:00:21 PM,6697.68,,Unknown-11800,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 432,432.1,.96901, ,SiO2 on Si,7/12/2015 8:00:31 PM,6707.68,,Unknown-11801,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 433,432.4,.96909, ,SiO2 on Si,7/12/2015 8:00:41 PM,6717.68,,Unknown-11802,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 434,432.6,.96901, ,SiO2 on Si,7/12/2015 8:00:51 PM,6727.69,,Unknown-11803,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 435,432.9,.96891, ,SiO2 on Si,7/12/2015 8:01:01 PM,6737.68,,Unknown-11804,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 436,433.2,.96908, ,SiO2 on Si,7/12/2015 8:01:11 PM,6747.69,,Unknown-11805,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 437,433.5,.96906, ,SiO2 on Si,7/12/2015 8:01:21 PM,6757.68,,Unknown-11806,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 438,433.7,.96906, ,SiO2 on Si,7/12/2015 8:01:31 PM,6767.68,,Unknown-11807,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 439,434,.96971, ,SiO2 on Si,7/12/2015 8:01:41 PM,6777.68,,Unknown-11808,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 440,434.3,.96975, ,SiO2 on Si,7/12/2015 8:01:51 PM,6787.68,,Unknown-11809,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 441,434.6,.96986, ,SiO2 on Si,7/12/2015 8:02:01 PM,6797.68,,Unknown-11810,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 442,434.8,.96987, ,SiO2 on Si,7/12/2015 8:02:11 PM,6807.68,,Unknown-11811,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 443,435.1,.96999, ,SiO2 on Si,7/12/2015 8:02:21 PM,6817.68,,Unknown-11812,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 444,435.4,.96988, ,SiO2 on Si,7/12/2015 8:02:31 PM,6827.68,,Unknown-11813,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 445,435.6,.96985, ,SiO2 on Si,7/12/2015 8:02:41 PM,6837.69,,Unknown-11814,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 446,435.9,.96985, ,SiO2 on Si,7/12/2015 8:02:51 PM,6847.69,,Unknown-11815,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 447,436.1,.96990, ,SiO2 on Si,7/12/2015 8:03:01 PM,6857.68,,Unknown-11816,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 448,436.4,.96979, ,SiO2 on Si,7/12/2015 8:03:11 PM,6867.69,,Unknown-11817,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 449,436.6,.96994, ,SiO2 on Si,7/12/2015 8:03:21 PM,6877.70,,Unknown-11818,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 450,436.9,.96971, ,SiO2 on Si,7/12/2015 8:03:31 PM,6887.69,,Unknown-11819,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 451,437.2,.96971, ,SiO2 on Si,7/12/2015 8:03:41 PM,6897.68,,Unknown-11820,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 452,437.4,.96981, ,SiO2 on Si,7/12/2015 8:03:51 PM,6907.70,,Unknown-11821,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 453,437.7,.96967, ,SiO2 on Si,7/12/2015 8:04:01 PM,6917.70,,Unknown-11822,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 454,437.9,.96974, ,SiO2 on Si,7/12/2015 8:04:11 PM,6927.70,,Unknown-11823,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 455,438.2,.96978, ,SiO2 on Si,7/12/2015 8:04:21 PM,6937.70,,Unknown-11824,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 456,438.4,.96959, ,SiO2 on Si,7/12/2015 8:04:31 PM,6947.70,,Unknown-11825,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 457,438.7,.96963, ,SiO2 on Si,7/12/2015 8:04:41 PM,6957.70,,Unknown-11826,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 458,438.9,.96957, ,SiO2 on Si,7/12/2015 8:04:51 PM,6967.71,,Unknown-11827,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 459,439.2,.96961, ,SiO2 on Si,7/12/2015 8:05:01 PM,6977.70,,Unknown-11828,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 460,439.4,.96968, ,SiO2 on Si,7/12/2015 8:05:11 PM,6987.70,,Unknown-11829,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 461,439.7,.96971, ,SiO2 on Si,7/12/2015 8:05:21 PM,6997.70,,Unknown-11830,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 462,439.9,.96967, ,SiO2 on Si,7/12/2015 8:05:31 PM,7007.70,,Unknown-11831,1,3d07423b-750f-49d1-a5d9-d754707c5afd
